Registration No,Generic name,Trade name,Strength value,Unit of strength ,Dosage Form,Route of Administration,Volume,Unit of volume,Package type,Shelf-life (mon),Package size,Legal status,Product control,Storage conditions,ATCvet,Target Animals,Type,Withdrawal Period (days),Manufacturer name,Country of Manufacturer,Marketing Company,Nationality,MAH (Agent name),Authorization status,Marketed,Marketing status
7240026005601,Levamisole Hydrochloride,Levamisol 100,100,mg/ml,solution for injection,,100,ml,Vial,24,,Prescription,Uncontrolled,Store below 30°C,,"Cattle, Sheep","meat, milk","21, 7",Industrial Veterinaria S.A. (INVESA),SPAIN,Industrial Veterinaria S.A. (INVESA),SPAIN,Agricultural Machinery & Material Company Ltd,Valid,Marketed,Marketed
5600016003201,Chlortetracycline Hydrochloride ,Metricyclin,1,,Pessary,Intrauterine,,,box,36,20,Prescription,Uncontrolled,Store below 25°C,,"Cow, Shecamel, Ewe, Goat ","meat, milk","10, 4",KELA LABORATORIA,BELGIUM,Kela Laboratoria N.V.,BELGIUM,Altaher International Establishment,Valid,Marketed,Marketed
5600016003202,Chlortetracycline Hydrochloride ,Metricyclin,1,,Pessary,Intrauterine,,,box,36,100,Prescription,Uncontrolled,Store below 25°C,,"Cow, Shecamel, Ewe, Goat ","meat, milk","10, 4",KELA LABORATORIA,BELGIUM,Kela Laboratoria N.V.,BELGIUM,Altaher International Establishment,Valid,Not marketed,Not marketed
0760016006001,"Ivermectin, Clorsulon",Ivomec Super   ,"10, 100",mg/ml,solution for injection,,50,ml,Bottle,60,,Prescription,Uncontrolled,Store below 25°C,,"Cattle, Sheep","meat, milk","28, 28",Merial Saude Animal Ltd,BRAZIL,Merial Saude Animal Ltd,BRAZIL,Agricultural Machinery & Material Company Ltd,Valid,Marketed,Marketed
7240036005503,Vitamins,Supersan,,,Oral solution,Oral,1000,ml,Bottle,24,1,OTC,Uncontrolled,Store below 30°C,,"Bovine, Ovine, Poultry, Rabbit",,,Laboratorio Farmacologico Super's Diana S.L.,SPAIN,Laboratorio Farmacologico Super's Diana S.L.,SPAIN,Al-Enayah Est. For Agriculture & Veterinary,Valid,Marketed,Marketed
4000016005801,Flumequine,Flumine,200,mg/ml,Oral solution,Oral,250,ml,Bottle,36,,Prescription,Uncontrolled,Store below 25°C,QJ01MB07,"Horse, Cattle, Sheep, Chicken",meat,"Cattle, sheep: 8, Chicken: 3",The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
4000036000101,Amoxicillin Trihydrate,Amoxin,200,mg/g  ,Powder for oral solution,Oral,100,g,Sachet,18,,Prescription,Uncontrolled,Store below 25°C,QJ01CA04,"Chicken, Turkey",meat,"Chicken: 1, Turkey: 5",MEDMAC for Manufacturing Agricultural Chemicals and Veterinary Products Company Ltd,JORDAN,MEDMAC for Manufacturing Agricultural Chemicals and Veterinary Products Company Ltd,JORDAN,Abdulrehman Algosaibi G.T.C.,Valid,Marketed,Marketed
4000036000102,Amoxicillin Trihydrate,Amoxin,200,mg/g  ,Powder for oral solution,Oral,1000,g,Sachet,18,,Prescription,Uncontrolled,Store below 25°C,QJ01CA04,"Chicken, Turkey",meat,"Chicken: 1, Turkey: 5",MEDMAC for Manufacturing Agricultural Chemicals and Veterinary Products Company Ltd,JORDAN,MEDMAC for Manufacturing Agricultural Chemicals and Veterinary Products Company Ltd,JORDAN,Abdulrehman Algosaibi G.T.C.,Valid,Marketed,Marketed
4000036000103,Amoxicillin Trihydrate,Medamox WSP,500,mg/g  ,Powder for oral solution,Oral,100,g,Sachet,36,,Prescription,Uncontrolled,Store below 30°C,QJ01CA04,"Poultry, Calves",meat,Poultry: 2,MEDMAC for Manufacturing Agricultural Chemicals and Veterinary Products Company Ltd,JORDAN,MEDMAC for Manufacturing Agricultural Chemicals and Veterinary Products Company Ltd,JORDAN,Abdulrehman Algosaibi G.T.C.,Valid,Marketed,Marketed
4000036000104,Amoxicillin Trihydrate,Medamox WSP,500,mg/g  ,Powder for oral solution,Oral,1000,g,Sachet,36,,Prescription,Uncontrolled,Store below 30°C,QJ01CA04,"Poultry, Calves",meat,Poultry: 2,MEDMAC for Manufacturing Agricultural Chemicals and Veterinary Products Company Ltd,JORDAN,MEDMAC for Manufacturing Agricultural Chemicals and Veterinary Products Company Ltd,JORDAN,Abdulrehman Algosaibi G.T.C.,Valid,Marketed,Marketed
7240026006101,Ketoprofen,Ainil,100,mg/ml,solution for injection,Intravenous (not otherwise specified),50,ml,Vial,24,,Prescription,Uncontrolled,Store below 25°C,QM01AE03,"Cattle, Horse",meat,4,Industrial Veterinaria S.A. (INVESA),SPAIN,Industrial Veterinaria S.A. (INVESA),SPAIN,agricultural Machinery & Material Company Ltd,Valid,Marketed,Marketed
7240026006102,Ketoprofen,Ainil,101,mg/ml,solution for injection,Intravenous (not otherwise specified),100,ml,Vial,24,,Prescription,Uncontrolled,Store below 25°C,QM01AE03,"Cattle, Horse",meat,4,Industrial Veterinaria S.A. (INVESA),SPAIN,Industrial Veterinaria S.A. (INVESA),SPAIN,agricultural Machinery & Material Company Ltd,Valid,Marketed,Marketed
7240026000101,Amoxicillin Trihydrate,Invemox 15% L. A,150,mg/ml,solution for injection,,100,ml,Vial,24,,Prescription,Uncontrolled,Store below 30°C,QJ01CA04,"cattle, Sheep, Dogs, Cats","meat, milk","21, 7",Industrial Veterinaria S.A. (INVESA),SPAIN,Industrial Veterinaria S.A. (INVESA),SPAIN,agricultural Machinery & Material Company Ltd,Valid,Marketed,Marketed
4000016002301,Toltrazuril,Toltavet,25,mg/ml,Oral solution,Oral,1000,ml,Bottle,36,,Prescription,Uncontrolled,Store below 25°C,QP51AJ01,Poultry: Broiler and Broiler Breeders,meat,21,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
4000016002302,Toltrazuril,Toltavet,25,mg/ml,Oral solution,Oral,500,ml,Bottle,36,,Prescription,Uncontrolled,Store below 25°C,QP51AJ01,Poultry: Broiler and Broiler Breeders,meat,21,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
4000016003201,Chlortetracycline Hydrochloride ,Chlortetravet,250,mg/g  ,Premix,Mixed with feed.  ,1000,g,Sachet,24,,Prescription,Uncontrolled,Store below 30°C,,"Chickens, Turkeys and ducks. ",meat,"Chicken, Turkey:2, Ducks: 4",The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
4000016003202,Chlortetracycline Hydrochloride ,Chlortetravet,250,mg/g  ,Premix,Mixed with feed.  ,500,g,Sachet,24,,Prescription,Uncontrolled,Store below 30°C,,"Chickens, Turkeys and ducks. ",meat,"Chicken, Turkey:2, Ducks: 4",The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
4000016003203,Chlortetracycline Hydrochloride ,Chlortetravet,250,mg/g  ,Premix,Mixed with feed.  ,100,g,Sachet,24,,Prescription,Uncontrolled,Store below 30°C,,"Chickens, Turkeys and ducks. ",meat,"Chicken, Turkey:2, Ducks: 4",The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
4000066006201,Sulphadimidine Sodium,Pio-Sulphadine 100%,1000,mg/g  ,Powder for oral solution,Oral,100,g,jar,24,,Prescription,Uncontrolled,Store below 30°C,,"Poultry, cattle","meat, milk","10, 5",Pioneers for Veterinary & Agricultural Medicines Industrial Co,JORDAN,Pioneers for Veterinary & Agricultural Medicines Industrial Co,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
5600016006301,Calcium Boroglucounate,Calci-Kel 300 ,300,mg/ml,solution for injection,Intravenous (not otherwise specified),500,ml,Bottle,24,,Prescription,Uncontrolled,Store below 30°C,,"Cattle , sheep",,,KELA LABORATORIA,BELGIUM,Kela Laboratoria N.V.,BELGIUM,Altaher International Establishment,Valid,Marketed,Marketed
5600016000602,Gentamicin Sulphate ,Genta-Kel 05,50,mg/ml,solution for injection,Intravenous (not otherwise specified),100,ml,Vial,24,,Prescription,Uncontrolled,Store below 25°C,QJ01GB03,"Cats, Dogs,  Horses  and  intrauterine  for mares",,,KELA LABORATORIA,BELGIUM,Kela Laboratoria N.V.,BELGIUM,Altaher International Establishment,Valid,Marketed,Marketed
5280026002101,"Vitamin E, Sodium selenite",Introvit-ES-100 oral,"100, 1",mg/ml,Oral solution,Oral,1000,ml,Bottle,36,,Prescription,Uncontrolled,Store below 25°C,,poultry,,,Interchemie Werken “De Adelaar” B.V.,NETHERLANDS,Interchemie Werken “De Adelaar” B.V.,NETHERLANDS,Mohamed Ahmed Bin zahaba Al Ghamdi Store,Valid,Marketed,Marketed
5280016007301,"Vitamin B1, Vitamin B2, Vitamin B12, Vitamin B6, Nicotinamide, Vitamin C",Vitamine B complex Alfasan,,,solution for injection,,100,ml,Vial,24,,Prescription,Uncontrolled,Store below 25°C,,"Horse, Cattle, Calves, Foals, Dogs, Cats",,,Alfasan International BV,NETHERLANDS,Alfasan International BV,NETHERLANDS,Mohamed Ahmed Bin zahaba Al Ghamdi Store,Valid,Marketed,Marketed
5280026007401,"Sodium carbonate,  Sodium chloride, Potassium chloride",Electromix,"100, 100, 60",mg,Oral powder,Oral,1000,g,Bottle,36,,Prescription,Uncontrolled,Store below 25°C,,"Sheep, Goats ",,,Interchemie Werken “De Adelaar” B.V.,NETHERLANDS,Interchemie Werken “De Adelaar” B.V.,NETHERLANDS,Mohamed Ahmed Bin zahaba Al Ghamdi Store,Valid,Marketed,Marketed
5600016006501,Procaine benzylpenicillin,Peni 30 MIO ,"300,000",IU/ml,Suspension for injection,,100,ml,Vial,24,,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QJ01CE09,"Horse, Cattle, Sheep ,Goat , Dogs ,Cats ","meat, milk","10, 4",KELA LABORATORIA,BELGIUM,Kela Laboratoria N.V.,BELGIUM,Mohamed Ahmed Bin zahaba Al Ghamdi Store,Valid,Marketed,Marketed
5280016000701,Ivermectin ,Alfamec  1%  Pro Inj.,10,mg/ml,solution for injection,,50,ml,Vial,24,,Prescription,Uncontrolled,Store below 25°C,QP54AA01,"Cattle, Sheep, Goats and Camels",meat,35,Alfasan International BV,NETHERLANDS,Alfasan International BV,NETHERLANDS,Mohamed Ahmed Bin zahaba Al Ghamdi Store,Valid,Marketed,Marketed
5280016004101,Furosemide ,Furosemide 5%,50,mg/ml,solution for injection,Intravenous (not otherwise specified),50,ml,Vial,24,,Prescription,Uncontrolled,Store below 25°C,QC03CA01,"Cattles, Cats, Dogs, Horses ",,,Alfasan International BV,NETHERLANDS,Alfasan International BV,NETHERLANDS,Mohamed Ahmed Bin zahaba Al Ghamdi Store,Valid,Marketed,Marketed
5280016006401,Atropine Sulphate,Atropine 0.1 %,1,mg/ml,solution for injection,Intravenous (not otherwise specified),50,ml,Vial,24,,Prescription,Uncontrolled,Store below 25°C,QA03BA01,"Cattle, Horse, Cats, Dogs",,,Alfasan International BV,NETHERLANDS,Alfasan International BV,NETHERLANDS,Mohamed Ahmed Bin zahaba Al Ghamdi Store,Valid,Marketed,Marketed
5280016003401,Ketamine hydrochloride,Ketamine 10 % ,100,mg/ml,solution for injection,,10,ml,Vial,60,,Prescription,Controlled,Store below 25°C,,"Dog , Cat",,,Alfasan International BV,NETHERLANDS,Alfasan International BV,NETHERLANDS,Mohamed Ahmed Bin zahaba Al Ghamdi Store,Valid,Marketed,Marketed
3720016006701,Copper methionate,BVP copper injection,20,mg/ml,Suspension for injection,,100,ml,Vial,36,,Prescription,Uncontrolled,Store below 25°C,,"Cattle , sheep ",meat,21,Ballinskellings Veterinary Product,IRELAND,Ballinskellings Veterinary Product,IRELAND,Al-Safa Store Co. Ltd. For Medical,Valid,Marketed,Marketed
3720016006801,"Copper methionate, Vitamin B12",BVP Copper with Vitamin B12 injection,"20, 1",mg/ml,Suspension for injection,,100,ml,Vial,24,,Prescription,Uncontrolled,Store below 25°C,,"Cattle , sheep ",meat,28,Ballinskellings Veterinary Product,IRELAND,Ballinskellings Veterinary Product,IRELAND,Al-Safa Store Co. Ltd. For Medical,Valid,Marketed,Marketed
6820016005301,Phenylbutazone,Phenylbutazone 20% ,200,mg/ml,solution for injection,Intravenous (not otherwise specified),100,ml,Vial,36,,Prescription,Uncontrolled,Do not store above 30°C,QM01AA01,"Horse, Dog ",,,Saudi Pharmaceutical Industries (SPI),SAUDI ARABIA,Saudi Pharmaceutical Industries (SPI),SAUDI ARABIA,Saudi Pharmaceutical Industries (SPI),Valid,Marketed,Marketed
5280016006601,"Benzathine benylpenicillin, Procaine benzylpenicillin",Alfacilline 15/15 LA,"150,000 , 150,000",IU/ml,Suspension for injection,,100,ml,Vial,24,,Prescription,Uncontrolled,Store below 25°C,QJ51CE59,"Horses, Cattle, Sheep, Cats, Dogs","meat, milk","21, 6",Alfasan International BV,NETHERLANDS,Alfasan International BV,NETHERLANDS,Mohamed Ahmed Bin zahaba Al Ghamdi Store,Valid,Marketed,Marketed
5280016001801,Dexamethasone Sodium Phosphate,Dexamethasone ,2,mg/ml,solution for injection,Intravenous (not otherwise specified),100,ml,Vial,24,,Prescription,Uncontrolled,Store below 25°C,,"Horse, Cattle, Goats, Cats , Dogs ","meat, milk","21, 3.5",Alfasan International BV,NETHERLANDS,Alfasan International BV,NETHERLANDS,Mohamed Ahmed Bin zahaba Al Ghamdi Store,Valid,Marketed,Marketed
5280016006501,Procaine benzylpenicillin,Procpen 30,"300,000",IU/ml,Suspension for injection,,100,ml,Vial,24,,Prescription,Uncontrolled,Store below 25°C,QJ01CE09,"Cattle, horses, sheep, goat, cats , dogs","meat, milk","7, 4",Alfasan International BV,NETHERLANDS,Alfasan International BV,NETHERLANDS,Mohamed Ahmed Bin zahaba Al Ghamdi Store,Valid,Marketed,Marketed
5280016001401,Menadione sodium bisulphate,Vitamin K,10,mg/ml,solution for injection,Intravenous (not otherwise specified),10,ml,Vial,24,,Prescription,Uncontrolled,Store below 25°C,,"Cattle, Horse, Cats, Dogs",,,Alfasan International BV,NETHERLANDS,Alfasan International BV,NETHERLANDS,Mohamed Ahmed Bin zahaba Al Ghamdi Store,Valid,Marketed,Marketed
5280026000401,Doxycycline Hydrochloride,Doxy ws,200,mg/g  ,Oral powder,Oral,1000,g,jar,36,,Prescription,Uncontrolled,Store below 25°C,QJ01AA02,"Poultry, Calves, Sheep, Goat",meat,"Poultry :7, Calves, sheep, goat :14",Interchemie Werken “De Adelaar” B.V.,NETHERLANDS,Interchemie Werken “De Adelaar” B.V.,NETHERLANDS,Mohamed Ahmed Bin zahaba Al Ghamdi Store,Valid,Marketed,Marketed
5280026007501,"Dextrose, Sodium chloride, Glycine, Sodium dihydrogen phosphate, Potassium chloride, Sodium citrate ",Electrosol oral,"280, 110, 45, 22, 13.50 , 5",mg/ml,Oral solution,Oral,1000,ml,Bottle,,,Prescription,Uncontrolled,Store below 25°C,,"Poultry, cattle, calves, goats, sheep",,,Interchemie Werken “De Adelaar” B.V.,NETHERLANDS,Interchemie Werken “De Adelaar” B.V.,NETHERLANDS,Mohamed Ahmed Bin zahaba Al Ghamdi Store,Valid,Marketed,Marketed
5280026001701,"Vitamin A, Vitamin D3, Vitamin E",Vitol-140 oral,****,****,Oral solution,Oral,100,ml,Bottle,24,,Prescription,Uncontrolled,Store below 25°C,,"Calve, Goat, Sheep, Cattle, Poultry ",,,Interchemie Werken “De Adelaar” B.V.,NETHERLANDS,Interchemie Werken “De Adelaar” B.V.,NETHERLANDS,Mohamed Ahmed Bin zahaba Al Ghamdi Store,Valid,Marketed,Marketed
5280026001702,"Vitamin A, Vitamin D3, Vitamin E",Vitol-140 oral,****,****,Oral solution,Oral,1000,ml,Bottle,24,,Prescription,Uncontrolled,Store below 25°C,,"Calve, Goat, Sheep, Cattle, Poultry ",,,Interchemie Werken “De Adelaar” B.V.,NETHERLANDS,Interchemie Werken “De Adelaar” B.V.,NETHERLANDS,Mohamed Ahmed Bin zahaba Al Ghamdi Store,Valid,Marketed,Marketed
4000016005501,Vitamins,Multivitamin Inj,****,****,solution for injection,,50,ml,Vial,24,,Prescription,Uncontrolled,Do not store above 30°C,,Horses,meat,28,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
4000016005502,Vitamins,Multivitamin Inj,****,****,solution for injection,,100,ml,Vial,24,,Prescription,Uncontrolled,Do not store above 30°C,,Horses,meat,28,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
4000016000104,Amoxicillin Trihydrate,Betamoxin Inj,150,mg/ml,Suspension for injection,,100,ml,Vial,24,,Prescription,Uncontrolled,Do not store above 30°C,QJ01CA04,"Cattle, Sheep, Dogs , Cats","meat, milk","Meat: Cow 23 day, Sheep 16 days, Milk cow: 96 hours(8 milkings). ",The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
4000016006901,Flunixin meglumine,Flunixvet,50,mg/ml,solution for injection,Intravenous (not otherwise specified),50,ml,Vial,24,,Prescription,Uncontrolled,Do not store above 30°C,QM01AG90,"Bovine, Equine ",meat,7,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
4000016006902,Flunixin meglumine,Flunixvet,50,mg/ml,solution for injection,Intravenous (not otherwise specified),100,ml,Vial,24,,Prescription,Uncontrolled,Do not store above 30°C,QM01AG90,"Bovine, Equine ",meat,7,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
2500026007001,Tolfenamic acid,Tolfine,40,mg/ml,solution for injection,Intravenous (not otherwise specified),50,ml,Vial,36,,Prescription,Uncontrolled,Store below 25°C,QM01AG02,Cattle,"meat, milk","Meat: following Intravenous administration 3 days. Meat: following Subcutaneous administration , 7 days.  Milk: 24 hours.",Vetoquinol S.A.,FRANCE,Vetoquinol S.A.,FRANCE,Falcon’s Care Center,Valid,Marketed,Marketed
2500026007002,Tolfenamic acid,Tolfine,40,mg/ml,solution for injection,Intravenous (not otherwise specified),100,ml,Vial,36,,Prescription,Uncontrolled,Store below 25°C,QM01AG02,Cattle,"meat, milk","Meat: following Intravenous administration 3 days. Meat: following Subcutaneous administration , 7 days.  Milk: 24 hours.",Vetoquinol S.A.,FRANCE,Vetoquinol S.A.,FRANCE,Falcon’s Care Center,Valid,Marketed,Marketed
2500026005301,Phenylbutazone,Phenylarthrite,200,mg/ml,solution for injection,Intravenous (not otherwise specified),100,ml,Vial,36,,Prescription,Uncontrolled,Store below 25°C,QM01AA01,"Horse , Dog",,,Vetoquinol S.A.,FRANCE,Vetoquinol S.A.,FRANCE,Falcon’s Care Center,Valid,Marketed,Marketed
2500026007101,Marbofloxacin,Marbocyl 2% ,20,mg/ml,solution for injection,Intravenous (not otherwise specified),100,ml,Vial,24,,Prescription,Uncontrolled,Store below 25°C,QJ01MA93,Cattle ,meat,7,Vetoquinol S.A.,FRANCE,Vetoquinol S.A.,FRANCE,Falcon’s Care Center,Valid,Marketed,Marketed
2500026007201,"Vitamin B1, Vitamin B6",Corebral,"44.59, 20.57",mg/ml,solution for injection,Intravenous (not otherwise specified),50,ml,Vial,24,,Prescription,Uncontrolled,Store below 25°C,,"Cattle, Sheep, Goat, Dogs ",,,Vetoquinol S.A.,FRANCE,Vetoquinol S.A.,FRANCE,Falcon’s Care Center,Valid,Marketed,Marketed
6820016000904,Oxytetracycline hydrochloride,Oxy SAV 5% ,50,mg/ml,solution for injection,Intravenous (not otherwise specified),100,ml,Vial,24,,Prescription,Uncontrolled,Do not store above 30°C,QJ01AA06,"cattle, sheep, horses, dogs , cats","meat, milk",Meat: Cattle: 35 days     sheep: 14 days. Milk: 6 days,Saudi Pharmaceutical Industries (SPI),SAUDI ARABIA,Saudi Pharmaceutical Industries (SPI),SAUDI ARABIA,Saudi Pharmaceutical Industries (SPI),Valid,Marketed,Marketed
6820016000905,Oxytetracycline hydrochloride,Oxy SAV 10% ,100,mg/ml,solution for injection,Intramuscular,50,ml,Vial,24,,Prescription,Uncontrolled,Do not store above 30°C,QJ01AA06,Cattle and sheep,"meat, milk","28, 4",Saudi Pharmaceutical Industries (SPI),SAUDI ARABIA,Saudi Pharmaceutical Industries (SPI),SAUDI ARABIA,Saudi Pharmaceutical Industries (SPI),Valid,Marketed,Marketed
6820016000906,Oxytetracycline hydrochloride,Oxy SAV 10% ,100,mg/ml,solution for injection,Intramuscular,100,ml,Vial,24,,Prescription,Uncontrolled,Do not store above 30°C,QJ01AA06,Cattle and sheep,"meat, milk","28, 4",Saudi Pharmaceutical Industries (SPI),SAUDI ARABIA,Saudi Pharmaceutical Industries (SPI),SAUDI ARABIA,Saudi Pharmaceutical Industries (SPI),Valid,Marketed,Marketed
3800016007601,Tiamulin,Tiamulina 10%,100,mg/ml,Oral solution,Oral,1000,ml,Bottle,12,1,Prescription,Uncontrolled,Do not store above 30°C,QJ01XQ01,Broiler ,meat,5,Chemifarma S.P.A.,ITALY,Chemifarma S.P.A.,ITALY,Falcon’s Care Center,Valid,Marketed,Marketed
2500026000801,Dipyrone (Metamizole),Calmagine,500,mg/ml,solution for injection,Intravenous (not otherwise specified),100,ml,Vial,24,,Prescription,Uncontrolled,Do not store above 30°C,QN02BB02,"Horses, dogs, cats",,,Vetoquinol S.A.,FRANCE,Vetoquinol S.A.,FRANCE,Falcon’s Care Center,Valid,Marketed,Marketed
2500026007701,Aluminum,Aluspray,0.25,g/g,Cutaneous spray,Topical,210,ml,Vial,24,,Prescription,Uncontrolled,Store below 25°C,,"Dogs, Cats, Cattle, Horse, Poultry",,,Vetoquinol S.A.,FRANCE,Vetoquinol S.A.,FRANCE,Falcon’s Care Center,Valid,Marketed,Marketed
4000016007801,Buparvaquone,Butex,50,mg/ml,solution for injection,,100,ml,Vial,24,,Prescription,Uncontrolled,Do not store above 30°C,QP51AX22,Cattle,"meat, milk","48, 2",The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
4000016007802,Buparvaquone,Butex,50,mg/ml,solution for injection,,50,ml,Vial,24,,Prescription,Uncontrolled,Do not store above 30°C,QP51AX22,Cattle,"meat, milk","48, 2",The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,Marketed,Marketed
